"","EntityID","CPGID","PlantID","source_id","germplasm_id","experiment_id","PlotID","Selection","Entry","planting_date","StartingCorner","Row","Range","easting","northing","altitude","rep","block","notes","DON","ZEA"
"236","20FHB000236",2236,"3312","20SGH003312","C10_003312","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_236_CPG2236_3312","experimental","C10","2020-10-16","SW",8,13,0,0,0,0,0,NA,0,0
"237","20FHB000237",2237,"1152","20SGH001152","C10_001152","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_237_CPG2237_1152","experimental","C10","2020-10-16","SW",8,12,0,0,0,0,0,NA,0,0
"238","20FHB000238",2238,"3092","20SGH003092","C10_003092","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_238_CPG2238_3092","experimental","C10","2020-10-16","SW",8,11,0,0,0,0,0,NA,0,0
"239","20FHB000239",2239,"2235","20SGH002235","C10_002235","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_239_CPG2239_2235","experimental","C10","2020-10-16","SW",8,10,0,0,0,0,0,NA,0,0.1
"240","20FHB000240",2240,"591","20SGH000591","C10_000591","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_240_CPG2240_591","experimental","C10","2020-10-16","SW",8,9,0,0,0,0,0,NA,0.1,0.2
"241","20FHB000241",2241,"1669","20SGH001669","C10_001669","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_241_CPG2241_1669","experimental","C10","2020-10-16","SW",8,8,0,0,0,0,0,NA,0,0
"242","20FHB000242",2242,"995","20SGH000995","C10_000995","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_242_CPG2242_995","experimental","C10","2020-10-16","SW",8,7,0,0,0,0,0,NA,0,0.3
"243","20FHB000243",2243,"C9-369","19SGH000369","C9_000369","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_243_CPG2243_C9-369","top33 S FHB","C9 replicate","2020-10-16","SW",8,6,0,0,0,0,0,"C9 replicate",0,0
"244","20FHB000244",2244,"Bacup",NA,"Bacup","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_244_CPG2244_Bacup","resistant check","spring wheat","2020-10-16","SW",8,5,0,0,0,0,0,"sw_check",NA,NA
"245","20FHB000245",2245,"358","20SGH000358","C10_000358","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_245_CPG2245_358","experimental","C10","2020-10-16","SW",8,4,0,0,0,0,0,NA,NA,NA
"246","20FHB000246",2246,"1088","20SGH001088","C10_001088","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_246_CPG2246_1088","experimental","C10","2020-10-16","SW",8,3,0,0,0,0,0,NA,0.1,0.1
"247","20FHB000247",2247,"3455","20SGH003455","C10_003455","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_247_CPG2247_3455","experimental","C10","2020-10-16","SW",8,2,0,0,0,0,0,NA,0,0
"248","20FHB000248",2248,"1155","20SGH001155","C10_001155","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_248_CPG2248_1155","experimental","C10","2020-10-16","SW",8,1,0,0,0,0,0,NA,0.2,0.1
"249","20FHB000249",2249,"3834","20SGH003834","C10_003834","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_249_CPG2249_3834","experimental","C10","2020-10-16","SW",9,1,0,0,0,0,0,NA,0,0
"250","20FHB000250",2250,"20","20SGH000020","C10_000020","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_250_CPG2250_20","experimental","C10","2020-10-16","SW",9,2,0,0,0,0,0,NA,0.2,0
"251","20FHB000251",2251,"Everest",NA,"Everest","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_251_CPG2251_Everest","resistant check","winter wheat","2020-10-16","SW",9,3,0,0,0,0,0,"ww_check",NA,NA
"252","20FHB000252",2252,"Overley",NA,"Overley","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_252_CPG2252_Overley","susceptible check","winter wheat","2020-10-16","SW",9,4,0,0,0,0,0,"ww_check",NA,NA
"253","20FHB000253",2253,"2350","20SGH002350","C10_002350","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_253_CPG2253_2350","experimental","C10","2020-10-16","SW",9,5,0,0,0,0,0,NA,0.1,0
"254","20FHB000254",2254,"3830","20SGH003830","C10_003830","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_254_CPG2254_3830","experimental","C10","2020-10-16","SW",9,6,0,0,0,0,0,NA,0,0
"255","20FHB000255",2255,"3261","20SGH003261","C10_003261","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_255_CPG2255_3261","experimental","C10","2020-10-16","SW",9,7,0,0,0,0,0,NA,0.1,0
"256","20FHB000256",2256,"2302","20SGH002302","C10_002302","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_256_CPG2256_2302","experimental","C10","2020-10-16","SW",9,8,0,0,0,0,0,NA,0,0.1
"257","20FHB000257",2257,"1136","20SGH001136","C10_001136","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_257_CPG2257_1136","experimental","C10","2020-10-16","SW",9,9,0,0,0,0,0,NA,0,0
"258","20FHB000258",2258,"119","20SGH000119","C10_000119","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_258_CPG2258_119","experimental","C10","2020-10-16","SW",9,10,0,0,0,0,0,NA,0,0
"259","20FHB000259",2259,"2388","20SGH002388","C10_002388","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_259_CPG2259_2388","experimental","C10","2020-10-16","SW",9,11,0,0,0,0,0,NA,0.1,0.1
"260","20FHB000260",2260,"2450","20SGH002450","C10_002450","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_260_CPG2260_2450","experimental","C10","2020-10-16","SW",9,12,0,0,0,0,0,NA,1.1,0.1
"261","20FHB000261",2261,"Roblin",NA,"Roblin","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_261_CPG2261_Roblin","susceptible check","spring wheat","2020-10-16","SW",9,13,0,0,0,0,0,"sw_check",NA,NA
"262","20FHB000262",2262,"2400","20SGH002400","C10_002400","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_262_CPG2262_2400","experimental","C10","2020-10-16","SW",9,14,0,0,0,0,0,NA,NA,NA
"263","20FHB000263",2263,"2653","20SGH002653","C10_002653","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_263_CPG2263_2653","experimental","C10","2020-10-16","SW",9,15,0,0,0,0,0,NA,0.1,0.5
"264","20FHB000264",2264,"1085","20SGH001085","C10_001085","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_264_CPG2264_1085","experimental","C10","2020-10-16","SW",9,16,0,0,0,0,0,NA,NA,NA
"265","20FHB000265",2265,"3507","20SGH003507","C10_003507","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_265_CPG2265_3507","experimental","C10","2020-10-16","SW",9,17,0,0,0,0,0,NA,0.1,0
"266","20FHB000266",2266,"3611","20SGH003611","C10_003611","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_266_CPG2266_3611","experimental","C10","2020-10-16","SW",9,18,0,0,0,0,0,NA,0,0
"267","20FHB000267",2267,"Roblin",NA,"Roblin","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_267_CPG2267_Roblin","susceptible check","spring wheat","2020-10-16","SW",9,19,0,0,0,0,0,"sw_check",NA,NA
"268","20FHB000268",2268,"2621","20SGH002621","C10_002621","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_268_CPG2268_2621","experimental","C10","2020-10-16","SW",9,20,0,0,0,0,0,NA,0,0
"269","20FHB000269",2269,"2486","20SGH002486","C10_002486","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_269_CPG2269_2486","experimental","C10","2020-10-16","SW",9,21,0,0,0,0,0,NA,NA,NA
"270","20FHB000270",2270,"585","20SGH000585","C10_000585","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_270_CPG2270_585","experimental","C10","2020-10-16","SW",9,22,0,0,0,0,0,NA,0,0
"271","20FHB000271",2271,"1234","20SGH001234","C10_001234","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_271_CPG2271_1234","experimental","C10","2020-10-16","SW",9,23,0,0,0,0,0,NA,0,0
"272","20FHB000272",2272,"275","20SGH000275","C10_000275","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_272_CPG2272_275","experimental","C10","2020-10-16","SW",9,24,0,0,0,0,0,NA,0,0
"273","20FHB000273",2273,"3542","20SGH003542","C10_003542","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_273_CPG2273_3542","experimental","C10","2020-10-16","SW",9,25,0,0,0,0,0,NA,0.1,0.1
"274","20FHB000274",2274,"277","20SGH000277","C10_000277","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_274_CPG2274_277","experimental","C10","2020-10-16","SW",9,26,0,0,0,0,0,NA,0.2,0.1
"275","20FHB000275",2275,"2750","20SGH002750","C10_002750","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_275_CPG2275_2750","experimental","C10","2020-10-16","SW",9,27,0,0,0,0,0,NA,0,0
"276","20FHB000276",2276,"3097","20SGH003097","C10_003097","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_276_CPG2276_3097","experimental","C10","2020-10-16","SW",9,28,0,0,0,0,0,NA,0.1,0.1
"277","20FHB000277",2277,"C9-3370","19SGH003370","C9_003370","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_277_CPG2277_C9-3370","top10 R FHB","C9 replicate","2020-10-16","SW",9,29,0,0,0,0,0,"C9 replicate",NA,NA
"278","20FHB000278",2278,"C9-1196","19SGH001196","C9_001196","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_278_CPG2278_C9-1196","top33 S FHB","C9 replicate","2020-10-16","SW",9,30,0,0,0,0,0,"C9 replicate",NA,NA
"279","20FHB000279",2279,"619","20SGH000619","C10_000619","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_279_CPG2279_619","experimental","C10","2020-10-16","SW",9,31,0,0,0,0,0,NA,0,0
"280","20FHB000280",2280,"C9-369","19SGH000369","C9_000369","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_280_CPG2280_C9-369","top33 S FHB","C9 replicate","2020-10-16","SW",10,31,0,0,0,0,0,"C9 replicate",1,0.2
"281","20FHB000281",2281,"3715","20SGH003715","C10_003715","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_281_CPG2281_3715","experimental","C10","2020-10-16","SW",10,30,0,0,0,0,0,NA,0,0
"282","20FHB000282",2282,"179","20SGH000179","C10_000179","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_282_CPG2282_179","experimental","C10","2020-10-16","SW",10,29,0,0,0,0,0,NA,0,0
"283","20FHB000283",2283,"Everest",NA,"Everest","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_283_CPG2283_Everest","resistant check","winter wheat","2020-10-16","SW",10,28,0,0,0,0,0,"ww_check",NA,NA
"284","20FHB000284",2284,"Roblin",NA,"Roblin","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_284_CPG2284_Roblin","susceptible check","spring wheat","2020-10-16","SW",10,27,0,0,0,0,0,"sw_check",NA,NA
"285","20FHB000285",2285,"959","20SGH000959","C10_000959","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_285_CPG2285_959","experimental","C10","2020-10-16","SW",10,26,0,0,0,0,0,NA,0,0
"286","20FHB000286",2286,"3650","20SGH003650","C10_003650","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_286_CPG2286_3650","experimental","C10","2020-10-16","SW",10,25,0,0,0,0,0,NA,0.5,0
"287","20FHB000287",2287,"2091","20SGH002091","C10_002091","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_287_CPG2287_2091","experimental","C10","2020-10-16","SW",10,24,0,0,0,0,0,NA,0,0
"288","20FHB000288",2288,"2934","20SGH002934","C10_002934","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_288_CPG2288_2934","experimental","C10","2020-10-16","SW",10,23,0,0,0,0,0,NA,0,0
"289","20FHB000289",2289,"3301","20SGH003301","C10_003301","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_289_CPG2289_3301","experimental","C10","2020-10-16","SW",10,22,0,0,0,0,0,NA,0.4,0
"290","20FHB000290",2290,"1984","20SGH001984","C10_001984","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_290_CPG2290_1984","experimental","C10","2020-10-16","SW",10,21,0,0,0,0,0,NA,0.4,0
"291","20FHB000291",2291,"1075","20SGH001075","C10_001075","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_291_CPG2291_1075","experimental","C10","2020-10-16","SW",10,20,0,0,0,0,0,NA,0,0
"292","20FHB000292",2292,"2077","20SGH002077","C10_002077","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_292_CPG2292_2077","experimental","C10","2020-10-16","SW",10,19,0,0,0,0,0,NA,0,0
"293","20FHB000293",2293,"511","20SGH000511","C10_000511","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_293_CPG2293_511","experimental","C10","2020-10-16","SW",10,18,0,0,0,0,0,NA,0,0
"294","20FHB000294",2294,"3146","20SGH003146","C10_003146","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_294_CPG2294_3146","experimental","C10","2020-10-16","SW",10,17,0,0,0,0,0,NA,0,0
"295","20FHB000295",2295,"2252","20SGH002252","C10_002252","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_295_CPG2295_2252","experimental","C10","2020-10-16","SW",10,16,0,0,0,0,0,NA,0,0
"296","20FHB000296",2296,"3039","20SGH003039","C10_003039","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_296_CPG2296_3039","experimental","C10","2020-10-16","SW",10,15,0,0,0,0,0,NA,0,0.3
"297","20FHB000297",2297,"445","20SGH000445","C10_000445","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_297_CPG2297_445","experimental","C10","2020-10-16","SW",10,14,0,0,0,0,0,NA,0,0
"298","20FHB000298",2298,"813","20SGH000813","C10_000813","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_298_CPG2298_813","experimental","C10","2020-10-16","SW",10,13,0,0,0,0,0,NA,0.1,0
"299","20FHB000299",2299,"2311","20SGH002311","C10_002311","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_299_CPG2299_2311","experimental","C10","2020-10-16","SW",10,12,0,0,0,0,0,NA,0.4,0
"300","20FHB000300",2300,"2529","20SGH002529","C10_002529","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_300_CPG2300_2529","experimental","C10","2020-10-16","SW",10,11,0,0,0,0,0,NA,0.2,0.1
"301","20FHB000301",2301,"2996","20SGH002996","C10_002996","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_301_CPG2301_2996","experimental","C10","2020-10-16","SW",10,10,0,0,0,0,0,NA,0,0.1
"302","20FHB000302",2302,"634","20SGH000634","C10_000634","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_302_CPG2302_634","experimental","C10","2020-10-16","SW",10,9,0,0,0,0,0,NA,0.2,0.1
"303","20FHB000303",2303,"732","20SGH000732","C10_000732","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_303_CPG2303_732","experimental","C10","2020-10-16","SW",10,8,0,0,0,0,0,NA,0.1,0.1
"304","20FHB000304",2304,"2201","20SGH002201","C10_002201","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_304_CPG2304_2201","experimental","C10","2020-10-16","SW",10,7,0,0,0,0,0,NA,0.5,0
"305","20FHB000305",2305,"1018","20SGH001018","C10_001018","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_305_CPG2305_1018","experimental","C10","2020-10-16","SW",10,6,0,0,0,0,0,NA,0,0
"306","20FHB000306",2306,"C9-2225","19SGH002225","C9_002225","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_306_CPG2306_C9-2225","top10 R FHB","C9 replicate","2020-10-16","SW",10,5,0,0,0,0,0,"C9 replicate",0.4,0.2
"307","20FHB000307",2307,"3557","20SGH003557","C10_003557","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_307_CPG2307_3557","experimental","C10","2020-10-16","SW",10,4,0,0,0,0,0,NA,NA,NA
"308","20FHB000308",2308,"748","20SGH000748","C10_000748","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_308_CPG2308_748","experimental","C10","2020-10-16","SW",10,3,0,0,0,0,0,NA,0.6,0.4
"309","20FHB000309",2309,"1255","20SGH001255","C10_001255","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_309_CPG2309_1255","experimental","C10","2020-10-16","SW",10,2,0,0,0,0,0,NA,0,0
"310","20FHB000310",2310,"2335","20SGH002335","C10_002335","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_310_CPG2310_2335","experimental","C10","2020-10-16","SW",10,1,0,0,0,0,0,NA,0,0
"311","20FHB000311",2311,"3055","20SGH003055","C10_003055","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_311_CPG2311_3055","experimental","C10","2020-10-16","SW",11,1,0,0,0,0,0,NA,NA,NA
"312","20FHB000312",2312,"Roblin",NA,"Roblin","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_312_CPG2312_Roblin","susceptible check","spring wheat","2020-10-16","SW",11,2,0,0,0,0,0,"sw_check",NA,NA
"313","20FHB000313",2313,"948","20SGH000948","C10_000948","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_313_CPG2313_948","experimental","C10","2020-10-16","SW",11,3,0,0,0,0,0,NA,0.2,0.2
"314","20FHB000314",2314,"2577","20SGH002577","C10_002577","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_314_CPG2314_2577","experimental","C10","2020-10-16","SW",11,4,0,0,0,0,0,NA,0,0
"315","20FHB000315",2315,"C9-2695","19SGH002695","C9_002695","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_315_CPG2315_C9-2695","top10% S EB","C9 replicate","2020-10-16","SW",11,5,0,0,0,0,0,"C9 replicate",NA,NA
"316","20FHB000316",2316,"2588","20SGH002588","C10_002588","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_316_CPG2316_2588","experimental","C10","2020-10-16","SW",11,6,0,0,0,0,0,NA,0,0
"317","20FHB000317",2317,"2033","20SGH002033","C10_002033","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_317_CPG2317_2033","experimental","C10","2020-10-16","SW",11,7,0,0,0,0,0,NA,0,0
"318","20FHB000318",2318,"344","20SGH000344","C10_000344","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_318_CPG2318_344","experimental","C10","2020-10-16","SW",11,8,0,0,0,0,0,NA,0,0
"319","20FHB000319",2319,"2911","20SGH002911","C10_002911","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_319_CPG2319_2911","experimental","C10","2020-10-16","SW",11,9,0,0,0,0,0,NA,0,0
"320","20FHB000320",2320,"Everest",NA,"Everest","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_320_CPG2320_Everest","resistant check","winter wheat","2020-10-16","SW",11,10,0,0,0,0,0,"ww_check",NA,NA
"321","20FHB000321",2321,"3534","20SGH003534","C10_003534","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_321_CPG2321_3534","experimental","C10","2020-10-16","SW",11,11,0,0,0,0,0,NA,0.1,0.1
"322","20FHB000322",2322,"C9-4077","19SGH004077","C9_004077","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_322_CPG2322_C9-4077","top33 S FHB","C9 replicate","2020-10-16","SW",11,12,0,0,0,0,0,"C9 replicate",0.1,0.1
"323","20FHB000323",2323,"2815","20SGH002815","C10_002815","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_323_CPG2323_2815","experimental","C10","2020-10-16","SW",11,13,0,0,0,0,0,NA,0,0
"324","20FHB000324",2324,"2513","20SGH002513","C10_002513","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_324_CPG2324_2513","experimental","C10","2020-10-16","SW",11,14,0,0,0,0,0,NA,0.5,0
"325","20FHB000325",2325,"3593","20SGH003593","C10_003593","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_325_CPG2325_3593","experimental","C10","2020-10-16","SW",11,15,0,0,0,0,0,NA,0.3,0
"326","20FHB000326",2326,"2024","20SGH002024","C10_002024","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_326_CPG2326_2024","experimental","C10","2020-10-16","SW",11,16,0,0,0,0,0,NA,0.3,0.1
"327","20FHB000327",2327,"3311","20SGH003311","C10_003311","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_327_CPG2327_3311","experimental","C10","2020-10-16","SW",11,17,0,0,0,0,0,NA,0,0
"328","20FHB000328",2328,"493","20SGH000493","C10_000493","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_328_CPG2328_493","experimental","C10","2020-10-16","SW",11,18,0,0,0,0,0,NA,0,0.1
"329","20FHB000329",2329,"799","20SGH000799","C10_000799","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_329_CPG2329_799","experimental","C10","2020-10-16","SW",11,19,0,0,0,0,0,NA,0.1,0
"330","20FHB000330",2330,"937","20SGH000937","C10_000937","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_330_CPG2330_937","experimental","C10","2020-10-16","SW",11,20,0,0,0,0,0,NA,0.1,0.2
"331","20FHB000331",2331,"3670","20SGH003670","C10_003670","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_331_CPG2331_3670","experimental","C10","2020-10-16","SW",11,21,0,0,0,0,0,NA,NA,NA
"332","20FHB000332",2332,"2383","20SGH002383","C10_002383","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_332_CPG2332_2383","experimental","C10","2020-10-16","SW",11,22,0,0,0,0,0,NA,NA,NA
"333","20FHB000333",2333,"3498","20SGH003498","C10_003498","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_333_CPG2333_3498","experimental","C10","2020-10-16","SW",11,23,0,0,0,0,0,NA,NA,NA
"334","20FHB000334",2334,"434","20SGH000434","C10_000434","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_334_CPG2334_434","experimental","C10","2020-10-16","SW",11,24,0,0,0,0,0,NA,0,0
"335","20FHB000335",2335,"2646","20SGH002646","C10_002646","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_335_CPG2335_2646","experimental","C10","2020-10-16","SW",11,25,0,0,0,0,0,NA,2.5,0
"336","20FHB000336",2336,"1058","20SGH001058","C10_001058","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_336_CPG2336_1058","experimental","C10","2020-10-16","SW",11,26,0,0,0,0,0,NA,0,0
"337","20FHB000337",2337,"2917","20SGH002917","C10_002917","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_337_CPG2337_2917","experimental","C10","2020-10-16","SW",11,27,0,0,0,0,0,NA,0,0
"338","20FHB000338",2338,"2479","20SGH002479","C10_002479","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_338_CPG2338_2479","experimental","C10","2020-10-16","SW",11,28,0,0,0,0,0,NA,0,0
"339","20FHB000339",2339,"866","20SGH000866","C10_000866","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_339_CPG2339_866","experimental","C10","2020-10-16","SW",11,29,0,0,0,0,0,NA,0.9,0.1
"340","20FHB000340",2340,"2731","20SGH002731","C10_002731","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_340_CPG2340_2731","experimental","C10","2020-10-16","SW",11,30,0,0,0,0,0,NA,0,0.2
"341","20FHB000341",2341,"1121","20SGH001121","C10_001121","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_341_CPG2341_1121","experimental","C10","2020-10-16","SW",11,31,0,0,0,0,0,NA,0.3,0.4
"342","20FHB000342",2342,"2793","20SGH002793","C10_002793","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_342_CPG2342_2793","experimental","C10","2020-10-16","SW",12,31,0,0,0,0,0,NA,0,0
"343","20FHB000343",2343,"2421","20SGH002421","C10_002421","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_343_CPG2343_2421","experimental","C10","2020-10-16","SW",12,30,0,0,0,0,0,NA,0.1,0
"344","20FHB000344",2344,"2136","20SGH002136","C10_002136","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_344_CPG2344_2136","experimental","C10","2020-10-16","SW",12,29,0,0,0,0,0,NA,0.3,0
"345","20FHB000345",2345,"3845","20SGH003845","C10_003845","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_345_CPG2345_3845","experimental","C10","2020-10-16","SW",12,28,0,0,0,0,0,NA,0.4,0.3
"346","20FHB000346",2346,"3417","20SGH003417","C10_003417","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_346_CPG2346_3417","experimental","C10","2020-10-16","SW",12,27,0,0,0,0,0,NA,NA,NA
"347","20FHB000347",2347,"1108","20SGH001108","C10_001108","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_347_CPG2347_1108","experimental","C10","2020-10-16","SW",12,26,0,0,0,0,0,NA,0.1,0.1
"348","20FHB000348",2348,"2923","20SGH002923","C10_002923","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_348_CPG2348_2923","experimental","C10","2020-10-16","SW",12,25,0,0,0,0,0,NA,0,0
"349","20FHB000349",2349,"309","20SGH000309","C10_000309","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_349_CPG2349_309","experimental","C10","2020-10-16","SW",12,24,0,0,0,0,0,NA,0.9,0.5
"350","20FHB000350",2350,"2160","20SGH002160","C10_002160","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_350_CPG2350_2160","experimental","C10","2020-10-16","SW",12,23,0,0,0,0,0,NA,0,0
"351","20FHB000351",2351,"294","20SGH000294","C10_000294","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_351_CPG2351_294","experimental","C10","2020-10-16","SW",12,22,0,0,0,0,0,NA,NA,NA
"352","20FHB000352",2352,"Bacup",NA,"Bacup","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_352_CPG2352_Bacup","resistant check","spring wheat","2020-10-16","SW",12,21,0,0,0,0,0,"sw_check",NA,NA
"353","20FHB000353",2353,"2510","20SGH002510","C10_002510","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_353_CPG2353_2510","experimental","C10","2020-10-16","SW",12,20,0,0,0,0,0,NA,0,0
"354","20FHB000354",2354,"1198","20SGH001198","C10_001198","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_354_CPG2354_1198","experimental","C10","2020-10-16","SW",12,19,0,0,0,0,0,NA,0.2,0
"355","20FHB000355",2355,"3822","20SGH003822","C10_003822","20_SAL_FusariumCycle10Training","F2021_Salina_FHB_Iwg_355_CPG2355_3822","experimental","C10","2020-10-16","SW",12,18,0,0,0,0,0,NA,0.2,0
